Date,Open,High,Low,Close,Adj Close,Volume
2022-07-25,4250.0,4300.0,4250.0,4250.0,3999.16357421875,60952800
2022-07-26,4270.0,4350.0,4260.0,4330.0,4074.441650390625,97709800
2022-07-27,4380.0,4380.0,4300.0,4320.0,4065.0322265625,88570800
2022-07-28,4340.0,4400.0,4340.0,4360.0,4102.6708984375,136421400
2022-07-29,4390.0,4430.0,4340.0,4360.0,4102.6708984375,228669400
2022-08-01,4390.0,4410.0,4330.0,4360.0,4102.6708984375,200791700
2022-08-02,4360.0,4400.0,4300.0,4400.0,4140.310546875,173931000
2022-08-03,4410.0,4420.0,4350.0,4380.0,4121.49072265625,103412300
2022-08-04,4380.0,4390.0,4350.0,4360.0,4102.6708984375,120175700
2022-08-05,4360.0,4400.0,4320.0,4360.0,4102.6708984375,168879400
2022-08-08,4360.0,4400.0,4340.0,4370.0,4112.0810546875,107242600
2022-08-09,4400.0,4470.0,4390.0,4410.0,4149.72021484375,181747100
2022-08-10,4350.0,4370.0,4300.0,4310.0,4055.622314453125,205341100
2022-08-11,4380.0,4410.0,4340.0,4350.0,4093.261474609375,193329000
2022-08-12,4340.0,4350.0,4320.0,4320.0,4065.0322265625,103916700
2022-08-15,4330.0,4350.0,4300.0,4300.0,4046.212158203125,135099400
2022-08-16,4350.0,4350.0,4270.0,4280.0,4027.392822265625,205432400
2022-08-18,4330.0,4340.0,4310.0,4330.0,4074.441650390625,138795300
2022-08-19,4340.0,4340.0,4300.0,4300.0,4046.212158203125,84552100
2022-08-22,4320.0,4330.0,4270.0,4270.0,4017.98291015625,121124400
2022-08-23,4260.0,4310.0,4260.0,4300.0,4046.212158203125,107799500
2022-08-24,4300.0,4330.0,4280.0,4290.0,4036.802734375,75055900
2022-08-25,4280.0,4300.0,4270.0,4270.0,4017.98291015625,117653800
2022-08-26,4280.0,4290.0,4270.0,4270.0,4017.98291015625,87375200
2022-08-29,4250.0,4270.0,4220.0,4250.0,3999.16357421875,88409800
2022-08-30,4250.0,4300.0,4250.0,4260.0,4008.573486328125,157219500
